통합키,사이트,원본공고ID,회사명,회사키,공고제목,직무,경력구분,최소연차,고용형태,고용형태표준,알바여부,시도,시군구,지역원문,기술스택,마감일,마감구분,공고URL,외부원본ID,수집시각
,부산일자리정보망,,,,주식회사 dataX [新卒/外国人採用]UIUXデザイナー,,기타,,,,,,,,,2026-09-30,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20250129002&joCrtfcDsp=8&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:07
,부산일자리정보망,,,,"자동차 부품 제조 대기업 어번 법인에서 품질, 생산 관리 등 채용","자동차, 제조, 품질, 생산",기타,,,,,,,,,2026-09-30,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20250211008&joCrtfcDsp=10&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:07
,부산일자리정보망,,,,버지니아 소재 CPA Firm에서 Accounting Support Staff 채용,,기타,,,,,,,,,2026-09-30,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20260731008&joCrtfcDsp=1&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:07
,부산일자리정보망,,,,KY 소재 자동차 부품 전문 기업에서 구매 자재팀 채용(기숙사 제공),"자동차, 구매",기타,,,,,,,,,2026-09-30,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20250530012&joCrtfcDsp=2&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:07
,부산일자리정보망,,,,시애틀 커뮤니티 플랫폼 운영기업에서 그래픽 디자이너 채용,"플랫폼, 디자이너",기타,,,,,,,,,2026-09-30,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20240719021&joCrtfcDsp=5&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:07
,부산일자리정보망,,,,"[일본현지 주식회사Biz4m 프로그래머 모집 공고] (상시모집중, IT연수이수자 및 경력자 환영)(3명)",프로그래머,기타,,,,,,,,,2026-09-30,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20190211003&joCrtfcDsp=48&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:07
,부산일자리정보망,,,,싱가포르 마리나 베이 샌즈 카지노 딜러 채용,,기타,,,,,,,,,2026-09-30,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20260727006&joCrtfcDsp=1&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:07
,부산일자리정보망,,,,"[KOTRA] 중국 상하이, CMA GLOBAL SHANGHAI, 무역 사무원 (1명)","무역, 사무",기타,,,,,,,,,2026-09-30,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20260414019&joCrtfcDsp=2&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:07
,부산일자리정보망,,,,"[KOTRA] 중국 , Jiangsu Ziyond Pharmaceutical, Management Trainee (2명)",,기타,,,,,,,,,2026-09-30,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20260730032&joCrtfcDsp=1&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:07
,부산일자리정보망,,,,글로벌 물류 기업 GA & TX 지사에서 logistics 채용,물류,기타,,,,,,,,,2026-09-30,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20260623005&joCrtfcDsp=2&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:08
,부산일자리정보망,,,,"[KOTRA] 중국(천진), 대신물류, 천진본사C/S(1명)",물류,기타,,,,,,,,,2026-09-30,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20260318008&joCrtfcDsp=3&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:08
,부산일자리정보망,,,,"[KOTRA]중국(천진), 대신물류, 천진본사C/S(1명)",물류,기타,,,,,,,,,2026-09-30,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20260318009&joCrtfcDsp=3&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:08
,부산일자리정보망,,,,[호주] 숙소 지원되는 호주 전역 50개 일식 테이크아웃 브랜드 주방 및 판매직 모집(향후 취업 비자 협의),"주방, 판매",기타,,,,,,,,,2026-09-30,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20250409005&joCrtfcDsp=19&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:08
,부산일자리정보망,,,,(주)오마이호텔앤코 오사카 구매 담당자 채용,"호텔, 구매",기타,,,,,,,,,2026-09-30,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20260724012&joCrtfcDsp=1&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:08
,부산일자리정보망,,,,(주)오마이호텔앤코 후쿠오카 지사장 채용,호텔,기타,,,,,,,,,2026-09-30,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20260724013&joCrtfcDsp=1&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:08
,부산일자리정보망,,,,시스템개발자 모집(동경),"시스템, 개발자",기타,,,,,,,,,2026-09-30,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20260605014&joCrtfcDsp=2&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:08
,부산일자리정보망,,,,[멕시코 주재원] 자동차 전자 PCB SMT  생산팀,"자동차, 전자, 생산",기타,,,,,,,,,2026-09-30,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20260520012&joCrtfcDsp=3&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:08
,부산일자리정보망,,,,[멕시코 주재원] SMT PCB 전자 생산기술(생기 모집) (SMT 및 후공정),"전자, 생산",기타,,,,,,,,,2026-09-30,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20230424021&joCrtfcDsp=19&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:08
,부산일자리정보망,,,,"[멕시코 주재원]  자동차 SMT , PCB ,와이어링 하네스 품질 경력","자동차, 품질",기타,,,,,,,,,2026-09-30,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20230424021&joCrtfcDsp=20&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:08
,부산일자리정보망,,,,일본 면세점 판매원 채용공고,판매,기타,,,,,,,,,2026-09-30,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20250218011&joCrtfcDsp=8&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:09
,부산일자리정보망,,,,"[KOTRA] UAE, ELOGIS GLOBAL LOGISTICS, 해상/항공운송 관리자 (1명)","항공, 운송",기타,,,,,,,,,2026-09-30,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20260629022&joCrtfcDsp=1&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:09
,부산일자리정보망,,,,"[KOTRA] 독일, LX International Deutschland GmbH, 신규사업 개발 및 Trading 사업운영 (1명)",개발,기타,,,,,,,,,2026-09-30,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20260611005&joCrtfcDsp=1&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:09
,부산일자리정보망,,,,【人事担当募集】★GOP／人事総務チーム,,기타,,,,,,,,,2026-10-02,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20260904004&joCrtfcDsp=1&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:09
,부산일자리정보망,,,,"[KOTRA] 폴란드, Enchem Poland, 품질보증 담당자 / QA 엔지니어 / QA 매니저 (1명)","품질, QA, 엔지니어",기타,,,,,,,,,2026-10-04,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20251002012&joCrtfcDsp=8&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:09
,부산일자리정보망,,,,"켄터키 소재 자동차 부품 제조 기업에서 Accounting, HR/Admin 채용","자동차, 제조, HR",기타,,,,,,,,,2026-10-04,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20260803005&joCrtfcDsp=1&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:09
,부산일자리정보망,,,,홍콩 소호 한식 전통주 타파스 바 오름(Orm)에서 요리사(Line Cook to CDP) 포지션을 구인합니다.,요리,기타,,,,,,,,,2026-10-05,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20251103001&joCrtfcDsp=6&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:09
,부산일자리정보망,,,,홍콩 소호 한식 전통주 타파스 바 오름(Orm)에서 Line Cook 요리사 포지션을 구인합니다.,요리,기타,,,,,,,,,2026-10-05,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20251103001&joCrtfcDsp=4&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:09
,부산일자리정보망,,,,말레이시아 한식당 (목구멍) 매장 매니저,,기타,,,,,,,,,2026-10-06,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20260807016&joCrtfcDsp=1&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:09
,부산일자리정보망,,,,"미국(괌) 건축, 건설 현장 담당자/공구장/소장급 채용(건축전공, 활주로,항만 토목, 전기, 설비전공)","건축, 현장, 토목, 전기, 설비, 건축전공, 항만 토목, 설비전공",기타,,,,,,,,,2026-10-06,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20210414011&joCrtfcDsp=19&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:09
,부산일자리정보망,,,,한식당(요식업) 관리 매니저(여),,기타,,,,,,,,,2026-10-08,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20260708007&joCrtfcDsp=1&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:09
,부산일자리정보망,,,,"[KOTRA]중국(주저우), 주저우펑마이과학기술유한회사, 전기·기계 엔지니어, 1명","전기, 기계, 엔지니어",기타,,,,,,,,,2026-10-09,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20260811014&joCrtfcDsp=1&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:09
,부산일자리정보망,,,,플러튼 소재 물류 & 통관 업체에서 LOGISTICS COORDINATOR 채용,물류,기타,,,,,,,,,2026-10-10,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20260810003&joCrtfcDsp=1&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:10
,부산일자리정보망,,,,LOS ANGELES 여성 의류 패션 기업에서 Design & Production 채용,,기타,,,,,,,,,2026-10-10,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20260318007&joCrtfcDsp=3&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:10
,부산일자리정보망,,,,라스베가스 소재 건강 기능식품 제조 업체에서 QC/QA 채용,"제조, QA",기타,,,,,,,,,2026-10-10,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20240722017&joCrtfcDsp=10&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:10
,부산일자리정보망,,,,알라바마 프레스판금사출 가공 전문기업에서 Injection Molding Production Team 등 채용,"사출, 가공",기타,,,,,,,,,2026-10-11,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20240805003&joCrtfcDsp=5&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:10
,부산일자리정보망,,,,CA 소재 여성 의류 업체에서 디자인 팀 채용,,기타,,,,,,,,,2026-10-11,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20250708004&joCrtfcDsp=6&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:10
,부산일자리정보망,,,,LA 여성 패션 기업에서 Production assistant 채용,,기타,,,,,,,,,2026-10-14,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20260529006&joCrtfcDsp=4&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:10
,부산일자리정보망,,,,뉴욕 소재 General Contractor 업체에서 Interior Designer 채용,,기타,,,,,,,,,2026-10-14,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20260814014&joCrtfcDsp=1&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:10
,부산일자리정보망,,,,네바다 소재 아시아 퓨전 전문 레스토랑에서 쉐프 채용,,기타,,,,,,,,,2026-10-14,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20260814015&joCrtfcDsp=1&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:10
,부산일자리정보망,,,,"[KOTRA] 베트남, DOWOOINSYS VINA, 제조기술 (1명)",제조,기타,,,,,,,,,2026-10-15,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20260227010&joCrtfcDsp=14&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:10
,부산일자리정보망,,,,[AB아코모(주)] 일본 전국 26개 지점 프론트 정사원 채용,,기타,,,,,,,,,2026-10-15,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20240130014&joCrtfcDsp=7&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:10
,부산일자리정보망,,,,"[KOTRA] 베트남, 도우인시스 비나, 설비기술 (1명)",설비,기타,,,,,,,,,2026-10-15,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20260303018&joCrtfcDsp=10&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:10
,부산일자리정보망,,,,"[KOTRA] 베트남, DOWOOINSYS VINA, 제조그룹장 (1명)",제조,기타,,,,,,,,,2026-10-15,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20260227010&joCrtfcDsp=15&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:10
,부산일자리정보망,,,,[OKTA] 뉴저지 / HEAD TO TAIL LLC / 마케팅,마케팅,기타,,,,,,,,,2026-10-15,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20260609008&joCrtfcDsp=1&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:11
,부산일자리정보망,,,,[OKTA] 뉴저지 / HEAD TO TAIL LLC / 애견 목욕관리사,,기타,,,,,,,,,2026-10-15,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20260609009&joCrtfcDsp=1&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:11
,부산일자리정보망,,,,[OKTA] 뉴저지 / HEAD TO TAIL LLC / 회계,회계,기타,,,,,,,,,2026-10-15,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20260609010&joCrtfcDsp=1&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:11
,부산일자리정보망,,,,물류기업 텍사스 지점에서 freight forwarding operation 채용,물류,기타,,,,,,,,,2026-10-18,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20260624011&joCrtfcDsp=2&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:11
,부산일자리정보망,,,,뉴저지 종합 뷰티 서플라이 무역회사에서 Accounting & HR/GA 부서 채용,"무역, HR",기타,,,,,,,,,2026-10-18,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20240826011&joCrtfcDsp=8&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:11
,부산일자리정보망,,,,GA 소재 패션 브랜드 운영 기업에서 Accounting Assistant 채용,,기타,,,,,,,,,2026-10-18,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20260317010&joCrtfcDsp=4&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:11
,부산일자리정보망,,,,(일본/칸사이공항-에어부산등) 공항지상직 STAFF 모집,,기타,,,,,,,,,2026-10-18,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20250731005&joCrtfcDsp=5&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:11
,부산일자리정보망,,,,[베트남세이프티_호치민] 영업기획 담당자,"영업, 기획",기타,,,,,,,,,2026-10-18,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20250724019&joCrtfcDsp=10&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:11
,부산일자리정보망,,,,[베트남세이프티_호치민] 경영지원 및 경영기획 담당자,"경영지원, 경영, 기획",기타,,,,,,,,,2026-10-18,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20260511003&joCrtfcDsp=3&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:11
,부산일자리정보망,,,,New Jersey 핀테크·결제 솔루션 기업에서 Tech Support 채용,솔루션,기타,,,,,,,,,2026-10-19,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20240913006&joCrtfcDsp=6&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:11
,부산일자리정보망,,,,캘리포니아 Total logistics services 기업에서 Import and Export operation 채용(중식 제공),,기타,,,,,,,,,2026-10-20,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20260820016&joCrtfcDsp=1&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:11
,부산일자리정보망,,,,Las Vegas 소재 건강 기능식품 제조 업체에서 Maintenance 설비 인턴 채용,"제조, 설비",기타,,,,,,,,,2026-10-20,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20240722017&joCrtfcDsp=11&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:11
,부산일자리정보망,,,,KVA 베트남 빈증 법인 – 사출 개발팀 팀장 채용 공고,"사출, 개발",기타,,,,,,,,,2026-10-21,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20260821006&joCrtfcDsp=1&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:12
,부산일자리정보망,,,,유럽최대미용실(비욘드스타일)신입사원채용공고,,기타,,,,,,,,,2026-10-21,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20260203001&joCrtfcDsp=4&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:12
,부산일자리정보망,,,,Las Vegas 소재 건강 기능식품 제조 업체에서 생산관리 파트 채용,"제조, 생산관리",기타,,,,,,,,,2026-10-21,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20240722017&joCrtfcDsp=12&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:12
,부산일자리정보망,,,,자동차 부품 제조 대기업 어번 법인에서 재경 파트 채용,"자동차, 제조",기타,,,,,,,,,2026-10-21,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20250211008&joCrtfcDsp=11&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:12
,부산일자리정보망,,,,[株式会社モア] （도쿄근무）웹 및 업무 시스템 개발자 채용 (경력직),"시스템, 개발자",기타,,,,,,,,,2026-10-22,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20260518016&joCrtfcDsp=3&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:12
