jobsCd,jobsNm,superCd,depth
862900,기타 섬유 및 가죽 관련 기능 종사원(의복·직물 검사 등),126,3
890000,기타 제조 관련 단순 종사원,126,3
890001,기계·금속 분야 단순 종사원,126,3
890002,단순 사상원(용접사상 제외-용접원구분),126,3
890003,화학·환경·에너지 분야 단순 종사원,126,3
890004,섬유·의복 분야 단순 종사원,126,3
890005,전기·전자 분야 단순 종사원,126,3
890006,식품 분야 단순 종사원,126,3
890007,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",126,3
13,농림어업직,,1
131,작물재배,13,2
901100,곡식작물 재배원,131,3
901200,채소 및 특용작물 재배원,131,3
901300,과수작물 재배원,131,3
901400,원예작물 재배원,131,3
901500,조경원,131,3
901501,조경 식재원,131,3
901502,식물 관리원,131,3
132,낙농·사육,13,2
414901,조련사(공연)·마술사 등 기타 시각 및 공연 예술가,132,3
420502,"프로모터, 경주마 조련사 등 기타 스포츠 관련 전문가",132,3
513100,반려동물 훈련사 및 행동 상담사,132,3
902100,낙농 관련 종사원,132,3
902200,한우 및 육우 사육원,132,3
902300,돼지 사육원,132,3
902400,가금 사육원,132,3
902900,기타 축산 및 사육 관련 종사원(양봉·감별·동물원사육·실험동물사육 등),132,3
133,임업 종사자,13,2
903100,조림·산림 경영인 및 벌목원,133,3
903900,기타 임업 관련 종사원(임산물 채취 포함),133,3
134,어업 종사자,13,2
904100,양식원,134,3
904200,어부 및 해녀,134,3
135,농림어업 단순 종사자,13,2
905100,농업 관련 단순 종사원,135,3
905200,"임업 관련 단순 종사원(산림보호감시, 산불감시원 등)",135,3
905300,어업 관련 단순 종사원,135,3
