사이트,회사명,공고제목,직무,경력,고용형태,지역,기술스택,마감일,공고URL,외부원본ID,수집시각,학력,급여,지역표기,출처
잡코리아부산,(주)서진테크,전기 전자 제어판넬 제작  생산직 모집 (남녀무관...,,경력무관,정규직,부산 강서구,,2026-09-18,https://www.jobkorea.co.kr/Recruit/GI_Read/5589736/Ext?siteCode=WN&sc=,worknet:5589736,2026-09-08 14:59:50,학력무관,"3,000~3,500만원",부산 강서구,worknet
잡코리아부산,주식회사세계전통,"전기자재, 통신 자재 분야 자재 관리,영업,납품 ...",,경력무관,정규직,부산 사상구,,2026-09-30,https://www.jobkorea.co.kr/Recruit/GI_Read/5589786/Ext?siteCode=WN&sc=,worknet:5589786,2026-09-08 14:59:50,학력무관,"2,930만원 이상",부산 사상구,worknet
잡코리아부산,(주)강안시스템,야간 주차관리원 모집 (연산동-대영스포렉스),,경력무관,계약직,부산 연제구,,2026-09-30,https://www.jobkorea.co.kr/Recruit/GI_Read/5589100/Ext?siteCode=WN&sc=,worknet:5589100,2026-09-08 14:59:50,학력무관,,부산 연제구,worknet
잡코리아부산,주식회사 가경복지센터,[부산진구]방문목욕 요양보호사,,경력무관,계약직,부산 부산진구,,,https://www.jobkorea.co.kr/Recruit/GI_Read/5589317/Ext?siteCode=WN&sc=,worknet:5589317,2026-09-08 14:59:50,학력무관,,부산 부산진구,worknet
잡코리아부산,칠암재가복지센터,(기장읍)통합돌봄 요양보호사 구인,,경력무관,계약직,부산 기장군,,2026-10-24,https://www.jobkorea.co.kr/Recruit/GI_Read/5589508/Ext?siteCode=WN&sc=,worknet:5589508,2026-09-08 14:59:50,학력무관,,부산 기장군,worknet
잡코리아부산,보건환경연구원동물위생시험소,2026년 하반기 부산 동물위생시험소 기간제노동자...,,신입,계약직,부산 북구,,,https://www.jobkorea.co.kr/Recruit/GI_Read/5589098/Ext?siteCode=WN&sc=,worknet:5589098,2026-09-08 14:59:50,학력무관,241만원 이상(월),부산 북구,worknet
잡코리아부산,선형상사,CAD업무&amp;매장관리 및 고객응대 사무직원 ...,,경력,계약직,부산 남구,,,https://www.jobkorea.co.kr/Recruit/GI_Read/5589216/Ext?siteCode=WN&sc=,worknet:5589216,2026-09-08 14:59:50,대졸↑,"3,000~3,100만원",부산 남구,worknet
잡코리아부산,고운손재가노인복지센터,요양보호사 구인,,경력무관,정규직,부산 북구,,,https://www.jobkorea.co.kr/Recruit/GI_Read/5589334/Ext?siteCode=WN&sc=,worknet:5589334,2026-09-08 14:59:50,학력무관,,부산 북구,worknet
잡코리아부산,큰사랑재가복지센터,재가요양보호사선생님 구인(사상 엄궁동 5등급),,경력무관,정규직,부산 사상구,,,https://www.jobkorea.co.kr/Recruit/GI_Read/5588855/Ext?siteCode=WN&sc=,worknet:5588855,2026-09-08 14:59:50,학력무관,,부산 사상구,worknet
잡코리아부산,동래가꿈장애인활동지원센터,[동래구 안락동 이용자] 장애인활동지원사 구인,,경력무관,정규직,부산 동래구,,2026-09-11,https://www.jobkorea.co.kr/Recruit/GI_Read/5588994/Ext?siteCode=WN&sc=,worknet:5588994,2026-09-08 14:59:50,학력무관,,부산 동래구,worknet
잡코리아부산,로뎀복지센터,[온천동] 재가요양보호사 모집,,경력무관,정규직,부산 동래구,,,https://www.jobkorea.co.kr/Recruit/GI_Read/5589030/Ext?siteCode=WN&sc=,worknet:5589030,2026-09-08 14:59:50,학력무관,,부산 동래구,worknet
잡코리아부산,부산산업（주）,레미콘 영업사원 모집(경력),,경력,정규직,부산 사상구,,2026-09-12,https://www.jobkorea.co.kr/Recruit/GI_Read/5589613/Ext?siteCode=WN&sc=,worknet:5589613,2026-09-08 14:59:50,학력무관,"3,800만원 이상",부산 사상구,worknet
잡코리아부산,(주)광림마린테크,(조선기자재 제조업) 생산관리팀  신입사원 모집합...,,신입,정규직,부산 강서구,,2026-09-30,https://www.jobkorea.co.kr/Recruit/GI_Read/5589662/Ext?siteCode=WN&sc=,worknet:5589662,2026-09-08 14:59:51,학력무관,"3,320만원 이상",부산 강서구,worknet
잡코리아부산,애아원,애아원 생활지도원(계약직 3명) 채용공고,,경력무관,계약직,부산 사하구,,,https://www.jobkorea.co.kr/Recruit/GI_Read/5589218/Ext?siteCode=WN&sc=,worknet:5589218,2026-09-08 14:59:51,학력무관,228만원 이상(월),부산 사하구,worknet
잡코리아부산,에스엠(SM)테크,가공팀(CNC) 정직원 모집,,경력무관,정규직,부산 강서구,,2026-10-23,https://www.jobkorea.co.kr/Recruit/GI_Read/5589623/Ext?siteCode=WN&sc=,worknet:5589623,2026-09-08 14:59:51,학력무관,,부산 강서구,worknet
잡코리아부산,주식회사 다온재가복지센터,[괴정동 삼풍아파트 인근 빌라] 4등급 여자어르신...,,경력무관,정규직,부산 사하구,,2026-10-24,https://www.jobkorea.co.kr/Recruit/GI_Read/5589367/Ext?siteCode=WN&sc=,worknet:5589367,2026-09-08 14:59:51,학력무관,,부산 사하구,worknet
잡코리아부산,부산청년미래센터,부산청년미래센터 직원 채용(★자사 양식 필수),,경력무관,계약직,부산 동래구,,2026-09-13,https://www.jobkorea.co.kr/Recruit/GI_Read/5588178/Ext?siteCode=WN&sc=,worknet:5588178,2026-09-08 14:59:51,학력무관,228~247만원(월),부산 동래구,worknet
잡코리아부산,효송주야간보호센터,주간보호에서 근무하실 성실하고 유쾌한 요양보호사 ...,,경력무관,정규직,부산 서구,,,https://www.jobkorea.co.kr/Recruit/GI_Read/5588613/Ext?siteCode=WN&sc=,worknet:5588613,2026-09-08 14:59:51,학력무관,215만원 이상(월),부산 서구,worknet
잡코리아부산,주식회사 덕양종합건설,관급건축공사 안전관리자 채용의 건,,경력,정규직,부산 영도구,,2026-09-15,https://www.jobkorea.co.kr/Recruit/GI_Read/5588617/Ext?siteCode=WN&sc=,worknet:5588617,2026-09-08 14:59:51,학력무관,"5,500~6,000만원",부산 영도구,worknet
잡코리아부산,고은노인재가센터,[연산동] 재가 요양보호사 선생님 모집합니다. (...,,경력무관,정규직,부산 연제구,,,https://www.jobkorea.co.kr/Recruit/GI_Read/5588505/Ext?siteCode=WN&sc=,worknet:5588505,2026-09-08 14:59:51,학력무관,,부산 연제구,worknet
잡코리아부산,에이치비코퍼레이션주식회사,스티커작업 관리직원 모집(정직원),,경력무관,정규직,부산 남구,,2026-09-30,https://www.jobkorea.co.kr/Recruit/GI_Read/5588612/Ext?siteCode=WN&sc=,worknet:5588612,2026-09-08 14:59:51,초대졸↑,"2,760만원 이상",부산 남구,worknet
잡코리아부산,주식회사긴인생복지센터,(장림동) 방문요양 요양보호사 모집합니다.,,경력무관,정규직,부산 사하구,,2026-10-24,https://www.jobkorea.co.kr/Recruit/GI_Read/5588620/Ext?siteCode=WN&sc=,worknet:5588620,2026-09-08 14:59:51,학력무관,,부산 사하구,worknet
잡코리아부산,하나병원,"[장림동] 하나병원  병동 수간호사, 책임간호사,...",,경력무관,정규직,부산 사하구,,2026-10-24,https://www.jobkorea.co.kr/Recruit/GI_Read/5588615/Ext?siteCode=WN&sc=,worknet:5588615,2026-09-08 14:59:51,학력무관,290만원 이상(월),부산 사하구,worknet
잡코리아부산,(A)비지팅엔젤스 부산연제지점,재가요양보호사 모집,,경력,정규직,부산 부산진구,,,https://www.jobkorea.co.kr/Recruit/GI_Read/5588611/Ext?siteCode=WN&sc=,worknet:5588611,2026-09-08 14:59:51,학력무관,,부산 부산진구,worknet
잡코리아부산,좋은문화병원,좋은문화병원 조리원 모집,,경력무관,정규직,중졸↑,,2026-10-24,https://www.jobkorea.co.kr/Recruit/GI_Read/5588591/Ext?siteCode=WN&sc=,worknet:5588591,2026-09-08 14:59:51,,312만원 이상(월),중졸↑,worknet
잡코리아부산,사계절 노인주간보호센터,사계절노인주간보호센터에서 근무하실 사무원을 모집합...,,신입,정규직,부산 사하구,,2026-10-24,https://www.jobkorea.co.kr/Recruit/GI_Read/5588616/Ext?siteCode=WN&sc=,worknet:5588616,2026-09-08 14:59:51,학력무관,215만원 이상(월),부산 사하구,worknet
잡코리아부산,다솔재가복지센터,요양보호사 모집,,경력무관,정규직,부산 해운대구,,2026-10-24,https://www.jobkorea.co.kr/Recruit/GI_Read/5588619/Ext?siteCode=WN&sc=,worknet:5588619,2026-09-08 14:59:51,학력무관,,부산 해운대구,worknet
잡코리아부산,연진재가노인복지센터,[남구 대연동] 재가요양보호사 모집,,신입,정규직,부산 남구,,,https://www.jobkorea.co.kr/Recruit/GI_Read/5589031/Ext?siteCode=WN&sc=,worknet:5589031,2026-09-08 14:59:51,학력무관,,부산 남구,worknet
잡코리아부산,북항마리나스포츠센터,북항마리나 상근직원(미화) 공개모집 공고,,경력무관,계약직,부산 중구,,2026-10-23,https://www.jobkorea.co.kr/Recruit/GI_Read/5589217/Ext?siteCode=WN&sc=,worknet:5589217,2026-09-08 14:59:51,학력무관,220만원 이상(월),부산 중구,worknet
잡코리아부산,합동교역,여객선 청소원 구합니다.,,경력무관,계약직,부산 동구,,2026-10-23,https://www.jobkorea.co.kr/Recruit/GI_Read/5589214/Ext?siteCode=WN&sc=,worknet:5589214,2026-09-08 14:59:51,학력무관,,부산 동구,worknet
잡코리아부산,정담푸드,본사근무 담당영양사 선생님을 모집합니다.,,경력,정규직,부산 강서구,,,https://www.jobkorea.co.kr/Recruit/GI_Read/5589608/Ext?siteCode=WN&sc=,worknet:5589608,2026-09-08 14:59:51,학력무관,"2,600만원 이상",부산 강서구,worknet
잡코리아부산,사회복지법인영인사회복지재단유니어린이집,장애전문어린이집 방과후반 담임교사 모집 (*반드시...,,경력,계약직,부산 남구,,,https://www.jobkorea.co.kr/Recruit/GI_Read/5589101/Ext?siteCode=WN&sc=,worknet:5589101,2026-09-08 14:59:51,대졸↑,231~300만원(월),부산 남구,worknet
잡코리아부산,금화정밀,생산직 (경력 CNC ),,경력,계약직,부산 사상구,,2026-09-11,https://www.jobkorea.co.kr/Recruit/GI_Read/5589455/Ext?siteCode=WN&sc=,worknet:5589455,2026-09-08 14:59:51,학력무관,,부산 사상구,worknet
잡코리아부산,(A)섬김재가복지센터,주6일) 오전 재가요양보호사 모집,,경력무관,정규직,부산 북구,,,https://www.jobkorea.co.kr/Recruit/GI_Read/5589336/Ext?siteCode=WN&sc=,worknet:5589336,2026-09-08 14:59:51,학력무관,,부산 북구,worknet
잡코리아부산,샬롬재가복지센터,안락동 3등급할머니,,경력무관,정규직,부산 동래구,,2026-10-24,https://www.jobkorea.co.kr/Recruit/GI_Read/5588891/Ext?siteCode=WN&sc=,worknet:5588891,2026-09-08 14:59:51,학력무관,,부산 동래구,worknet
잡코리아부산,물금주간보호센터,[장림동]방문요양보호사,,경력무관,정규직,부산 사하구,,2026-09-12,https://www.jobkorea.co.kr/Recruit/GI_Read/5589551/Ext?siteCode=WN&sc=,worknet:5589551,2026-09-08 14:59:51,학력무관,,부산 사하구,worknet
잡코리아부산,(주)동래데이케어,방문간호사 선생님 모집합니다.,,경력,정규직,부산 동래구,,2026-10-24,https://www.jobkorea.co.kr/Recruit/GI_Read/5589586/Ext?siteCode=WN&sc=,worknet:5589586,2026-09-08 14:59:51,학력무관,,부산 동래구,worknet
잡코리아부산,극동테크,cnc 선반조작원/ 신입/경력자,,경력무관,정규직,부산 사상구,,2026-10-24,https://www.jobkorea.co.kr/Recruit/GI_Read/5589645/Ext?siteCode=WN&sc=,worknet:5589645,2026-09-08 14:59:51,학력무관,,부산 사상구,worknet
잡코리아부산,(주)덕산스틸,영업지원 경리사무원 구합니다,,경력,정규직,부산 강서구,,,https://www.jobkorea.co.kr/Recruit/GI_Read/5589674/Ext?siteCode=WN&sc=,worknet:5589674,2026-09-08 14:59:51,학력무관,"3,000만원 이상",부산 강서구,worknet
잡코리아부산,주식회사우림종합관리,신호윌더하임 미화원(건물외곽) 구인합니다.,,경력무관,정규직,부산 강서구,,2026-10-24,https://www.jobkorea.co.kr/Recruit/GI_Read/5589867/Ext?siteCode=WN&sc=,worknet:5589867,2026-09-08 14:59:51,학력무관,161만원 이상(월),부산 강서구,worknet
잡코리아부산,겅호ENG,액화 수소 충전소 설비 정비 전문가 모집,,경력무관,정규직,부산 강서구,,2026-10-23,https://www.jobkorea.co.kr/Recruit/GI_Read/5589882/Ext?siteCode=WN&sc=,worknet:5589882,2026-09-08 14:59:51,학력무관,300만원 이상(월),부산 강서구,worknet
잡코리아부산,다나방문간호센터,[양정동 백조아파트]요양보호사 (추가근무),,경력무관,정규직,부산 부산진구,,,https://www.jobkorea.co.kr/Recruit/GI_Read/5588935/Ext?siteCode=WN&sc=,worknet:5588935,2026-09-08 14:59:51,학력무관,,부산 부산진구,worknet
잡코리아부산,위더스재가복지센터,[덕천동] 재가 요양보호사 채용정보,,경력무관,정규직,부산 북구,,,https://www.jobkorea.co.kr/Recruit/GI_Read/5589428/Ext?siteCode=WN&sc=,worknet:5589428,2026-09-08 14:59:51,학력무관,,부산 북구,worknet
잡코리아부산,한마음노인재가복지센터,(방문요양) 월 ~ 토(주6일)에 일하실 재가요양...,,경력무관,정규직,부산 동래구,,2026-10-06,https://www.jobkorea.co.kr/Recruit/GI_Read/5588993/Ext?siteCode=WN&sc=,worknet:5588993,2026-09-08 14:59:51,학력무관,,부산 동래구,worknet
잡코리아부산,원광밸브주식회사,[육아휴직 대체 계약직]  원광밸브(주) 자재관리,,경력무관,계약직,부산 강서구,,2026-10-24,https://www.jobkorea.co.kr/Recruit/GI_Read/5589777/Ext?siteCode=WN&sc=,worknet:5589777,2026-09-08 14:59:51,학력무관,"3,200만원 이상",부산 강서구,worknet
잡코리아부산,민들레재가복지센터,"[개금동] 주3일 09:00~12:00(월,수,금...",,경력무관,정규직,부산 부산진구,,,https://www.jobkorea.co.kr/Recruit/GI_Read/5588889/Ext?siteCode=WN&sc=,worknet:5588889,2026-09-08 14:59:51,학력무관,,부산 부산진구,worknet
잡코리아부산,e참조은복지센터,반여동요양보호사 구인,,신입,정규직,부산 해운대구,,,https://www.jobkorea.co.kr/Recruit/GI_Read/5588996/Ext?siteCode=WN&sc=,worknet:5588996,2026-09-08 14:59:51,학력무관,,부산 해운대구,worknet
잡코리아부산,주식회사구포재활주간보호센터,[모라동] 재가요양보호사,,경력무관,정규직,부산 사상구,,,https://www.jobkorea.co.kr/Recruit/GI_Read/5588936/Ext?siteCode=WN&sc=,worknet:5588936,2026-09-08 14:59:51,학력무관,,부산 사상구,worknet
잡코리아부산,주식회사 달명복지그룹,[동대신동] 재가요양보호사,,경력무관,정규직,부산 서구,,,https://www.jobkorea.co.kr/Recruit/GI_Read/5588934/Ext?siteCode=WN&sc=,worknet:5588934,2026-09-08 14:59:51,학력무관,,부산 서구,worknet
잡코리아부산,소중애주간보호센터,[부산북구 덕천동]따뜻한 마음으로 어르신을 돌보는...,,신입,정규직,부산 북구,,,https://www.jobkorea.co.kr/Recruit/GI_Read/5590620/Ext?siteCode=WN&sc=,worknet:5590620,2026-09-08 14:59:51,학력무관,,부산 북구,worknet
잡코리아부산,제일하이텍(주),출고담당 및 영업지원 직원구함 / 연봉 3천이상 ...,,경력,정규직,부산 사상구,,2026-09-22,https://www.jobkorea.co.kr/Recruit/GI_Read/5589814/Ext?siteCode=WN&sc=,worknet:5589814,2026-09-08 14:59:51,학력무관,"3,000~3,200만원",부산 사상구,worknet
잡코리아부산,(주)어울림특수체육,발달장애인 주간활동 서비스 제공인력 모십니다.(신...,,경력무관,정규직,부산 연제구,,2026-10-24,https://www.jobkorea.co.kr/Recruit/GI_Read/5590111/Ext?siteCode=WN&sc=,worknet:5590111,2026-09-08 14:59:51,초대졸↑,216~300만원(월),부산 연제구,worknet
잡코리아부산,몸에좋은요양센타,[모라동] 재가 요양보호사 선생님 모집합니다. (...,,경력무관,정규직,부산 사상구,,,https://www.jobkorea.co.kr/Recruit/GI_Read/5589390/Ext?siteCode=WN&sc=,worknet:5589390,2026-09-08 14:59:51,학력무관,,부산 사상구,worknet
잡코리아부산,건강돌봄재가노인복지센터,3등급 여자어르신 요양보호사님 모집,,경력무관,정규직,부산 해운대구,,2026-10-24,https://www.jobkorea.co.kr/Recruit/GI_Read/5589392/Ext?siteCode=WN&sc=,worknet:5589392,2026-09-08 14:59:51,학력무관,,부산 해운대구,worknet
잡코리아부산,스마일재가복지센터,"[남구, 용호동] 재가요양보호사",,경력무관,정규직,부산 남구,,2026-09-12,https://www.jobkorea.co.kr/Recruit/GI_Read/5589040/Ext?siteCode=WN&sc=,worknet:5589040,2026-09-08 14:59:51,학력무관,,부산 남구,worknet
잡코리아부산,부산열린재가복지센터,해운대구 반송동 요양보호사 선생님 구합니다(남자 ...,,경력무관,정규직,부산 해운대구,,,https://www.jobkorea.co.kr/Recruit/GI_Read/5589504/Ext?siteCode=WN&sc=,worknet:5589504,2026-09-08 14:59:51,학력무관,,부산 해운대구,worknet
잡코리아부산,한솔어린이집,사랑으로 가득한 어린이집에서 아동을 돌봐주세요,,경력,정규직,부산 수영구,,2026-10-24,https://www.jobkorea.co.kr/Recruit/GI_Read/5589673/Ext?siteCode=WN&sc=,worknet:5589673,2026-09-08 14:59:51,초대졸↑,113만원 이상(월),부산 수영구,worknet
잡코리아부산,"주식회사 로토테크(ROTOTECH CO.,LTD)","신입 또는 4년 이하 경력, 품질관리의 전문성을 ...",,경력무관,정규직,부산 기장군,,2026-10-24,https://www.jobkorea.co.kr/Recruit/GI_Read/5589600/Ext?siteCode=WN&sc=,worknet:5589600,2026-09-08 14:59:51,학력무관,"3,200만원 이상",부산 기장군,worknet
잡코리아부산,(주)제이아이피,품질관리 Q.C 사원 모집,,경력,정규직,부산 사상구,,,https://www.jobkorea.co.kr/Recruit/GI_Read/5589601/Ext?siteCode=WN&sc=,worknet:5589601,2026-09-08 14:59:51,학력무관,"3,600만원 이상",부산 사상구,worknet
잡코리아부산,행복한주야간보호센터,주간보호센터 조리사 모집,,경력,정규직,부산 북구,,2026-10-24,https://www.jobkorea.co.kr/Recruit/GI_Read/5589872/Ext?siteCode=WN&sc=,worknet:5589872,2026-09-08 14:59:51,학력무관,216만원 이상(월),부산 북구,worknet
잡코리아부산,경동아이숲어린이집,경동아이숲어린이집 영아반 증설로 인해 정교사 및 ...,,경력무관,정규직,부산 동래구,,2026-10-24,https://www.jobkorea.co.kr/Recruit/GI_Read/5590038/Ext?siteCode=WN&sc=,worknet:5590038,2026-09-08 14:59:51,학력무관,217~226만원(월),부산 동래구,worknet
잡코리아부산,(주)케어링 방문요양센터 부산점,[영도] 방문요양보호사 모집합니다.,,경력무관,정규직,부산 영도구,,2026-10-24,https://www.jobkorea.co.kr/Recruit/GI_Read/5589532/Ext?siteCode=WN&sc=,worknet:5589532,2026-09-08 14:59:51,학력무관,,부산 영도구,worknet
잡코리아부산,더펄,더펄구내식당 한식 보조원 모집 (조리사자격증 무관...,,경력무관,정규직,부산 부산진구,,2026-10-24,https://www.jobkorea.co.kr/Recruit/GI_Read/5590331/Ext?siteCode=WN&sc=,worknet:5590331,2026-09-08 14:59:51,학력무관,144만원 이상(월),부산 부산진구,worknet
잡코리아부산,다사랑재가복지센터,[남천동]재가요양보호사,,경력무관,정규직,부산 수영구,,,https://www.jobkorea.co.kr/Recruit/GI_Read/5590552/Ext?siteCode=WN&sc=,worknet:5590552,2026-09-08 14:59:51,학력무관,,부산 수영구,worknet
잡코리아부산,오양식품 주식회사,[식품생산업체]생산 및 포장업무,,신입,정규직,부산 기장군,,,https://www.jobkorea.co.kr/Recruit/GI_Read/5590425/Ext?siteCode=WN&sc=,worknet:5590425,2026-09-08 14:59:51,학력무관,215만원 이상(월),부산 기장군,worknet
잡코리아부산,가족사랑재가복지센터,초장동 재가요양보호사 모집,,경력무관,정규직,부산 서구,,2026-10-24,https://www.jobkorea.co.kr/Recruit/GI_Read/5590439/Ext?siteCode=WN&sc=,worknet:5590439,2026-09-08 14:59:51,학력무관,,부산 서구,worknet
잡코리아부산,가족사랑재가복지센터,동대신동 재가요양보호사 모집,,경력무관,정규직,부산 서구,,2026-10-24,https://www.jobkorea.co.kr/Recruit/GI_Read/5590440/Ext?siteCode=WN&sc=,worknet:5590440,2026-09-08 14:59:51,학력무관,,부산 서구,worknet
잡코리아부산,기쁨재가복지센터,[연산동]요양보호사 구인,,경력무관,정규직,부산 연제구,,,https://www.jobkorea.co.kr/Recruit/GI_Read/5588883/Ext?siteCode=WN&sc=,worknet:5588883,2026-09-08 14:59:51,학력무관,,부산 연제구,worknet
잡코리아부산,남윤서방문요양재가센터,[개금동] 재가 요양보호사 선생님 모집합니다. (...,,경력무관,정규직,부산 부산진구,,,https://www.jobkorea.co.kr/Recruit/GI_Read/5588888/Ext?siteCode=WN&sc=,worknet:5588888,2026-09-08 14:59:51,학력무관,,부산 부산진구,worknet
잡코리아부산,주식회사 씨엠에스원,총무(관리)팀 경력직 모집,,경력,계약직,부산 동구,,,https://www.jobkorea.co.kr/Recruit/GI_Read/5590332/Ext?siteCode=WN&sc=,worknet:5590332,2026-09-08 14:59:51,학력무관,380만원 이상(월),부산 동구,worknet
잡코리아부산,리우스틸산업,"[녹산] 철근나사 가공, 전조 및 철근가공 가능자...",,경력무관,정규직,부산 강서구,,2026-10-24,https://www.jobkorea.co.kr/Recruit/GI_Read/5590223/Ext?siteCode=WN&sc=,worknet:5590223,2026-09-08 14:59:51,학력무관,,부산 강서구,worknet
잡코리아부산,주식회사 샤라웃,AI 서비스 개발 엔지니어 / AI 콘텐츠 솔루션...,,경력무관,정규직,부산 부산진구,,2026-10-24,https://www.jobkorea.co.kr/Recruit/GI_Read/5590286/Ext?siteCode=WN&sc=,worknet:5590286,2026-09-08 14:59:51,학력무관,250만원 이상(월),부산 부산진구,worknet
잡코리아부산,의료법인선하의료재단선하요양병원,선하요양병원에서 간호조무사를 모집합니다.,,경력무관,정규직,부산 서구,,2026-09-30,https://www.jobkorea.co.kr/Recruit/GI_Read/5590618/Ext?siteCode=WN&sc=,worknet:5590618,2026-09-08 14:59:51,학력무관,215만원 이상(월),부산 서구,worknet
잡코리아부산,수정노인재가복지센터,[수정동] 4등급 73세 할머니/ 08:30 - ...,,경력무관,정규직,부산 동구,,2026-10-24,https://www.jobkorea.co.kr/Recruit/GI_Read/5590711/Ext?siteCode=WN&sc=,worknet:5590711,2026-09-08 14:59:51,학력무관,,부산 동구,worknet
잡코리아부산,부산재가복지센터,부산 남구 대연동 요양보호사 구인 ( 대연역 부근...,,경력무관,정규직,부산 남구,,,https://www.jobkorea.co.kr/Recruit/GI_Read/5589406/Ext?siteCode=WN&sc=,worknet:5589406,2026-09-08 14:59:51,학력무관,,부산 남구,worknet
잡코리아부산,(재)부산광역시생활체육문화센터 영도센터,영도국민체육센터 상근직(행정) 근무자,,경력,계약직,부산 영도구,,,https://www.jobkorea.co.kr/Recruit/GI_Read/5590330/Ext?siteCode=WN&sc=,worknet:5590330,2026-09-08 14:59:51,학력무관,215만원 이상(월),부산 영도구,worknet
잡코리아부산,（주）삼성보안공사,[좌동] 동부아파트 청소원 모집,,경력무관,계약직,부산 해운대구,,2026-10-24,https://www.jobkorea.co.kr/Recruit/GI_Read/5589258/Ext?siteCode=WN&sc=,worknet:5589258,2026-09-08 14:59:51,학력무관,159만원 이상(월),부산 해운대구,worknet
잡코리아부산,다솔재가복지센터,요양보호사 모집,,경력무관,정규직,부산 수영구,,2026-10-24,https://www.jobkorea.co.kr/Recruit/GI_Read/5590338/Ext?siteCode=WN&sc=,worknet:5590338,2026-09-08 14:59:51,학력무관,,부산 수영구,worknet
잡코리아부산,함께하는재가복지센터,[안락동] 재가요양보호사 구인,,경력무관,정규직,부산 동래구,,2026-10-24,https://www.jobkorea.co.kr/Recruit/GI_Read/5590718/Ext?siteCode=WN&sc=,worknet:5590718,2026-09-08 14:59:51,학력무관,,부산 동래구,worknet
잡코리아부산,(주)디이씨오,[재송동] 동해선 센텀역인근 아파트 문전 수거원 ...,,경력무관,계약직,부산 해운대구,,2026-10-24,https://www.jobkorea.co.kr/Recruit/GI_Read/5589259/Ext?siteCode=WN&sc=,worknet:5589259,2026-09-08 14:59:51,학력무관,214만원 이상(월),부산 해운대구,worknet
잡코리아부산,에이플러스(A+)햇살재가노인복지센터,재가 요양보호사 모집합니다(산성마을/5등급),,경력무관,정규직,부산 금정구,,,https://www.jobkorea.co.kr/Recruit/GI_Read/5589371/Ext?siteCode=WN&sc=,worknet:5589371,2026-09-08 14:59:51,학력무관,,부산 금정구,worknet
잡코리아부산,주식회사에스아이씨,플라스틱사출성형 생산직 구함(주/야 2교대),,경력무관,정규직,부산 강서구,,2026-10-24,https://www.jobkorea.co.kr/Recruit/GI_Read/5589456/Ext?siteCode=WN&sc=,worknet:5589456,2026-09-08 14:59:51,학력무관,,부산 강서구,worknet
잡코리아부산,신영범세무회계사무소,세무회계사무소  직원 구합니다. (신입 및 경력-...,,경력무관,정규직,부산 북구,,2026-09-15,https://www.jobkorea.co.kr/Recruit/GI_Read/5589629/Ext?siteCode=WN&sc=,worknet:5589629,2026-09-08 14:59:51,학력무관,"2,600만원 이상",부산 북구,worknet
잡코리아부산,에이(A)누리고재가복지센터,[신평동] 재가요양보호사 모집,,경력무관,정규직,부산 사하구,,2026-10-24,https://www.jobkorea.co.kr/Recruit/GI_Read/5589604/Ext?siteCode=WN&sc=,worknet:5589604,2026-09-08 14:59:51,학력무관,,부산 사하구,worknet
잡코리아부산,(주)한솔그린,하이카 & 암롤 운전원,,경력,정규직,부산 기장군,,2026-10-24,https://www.jobkorea.co.kr/Recruit/GI_Read/5590006/Ext?siteCode=WN&sc=,worknet:5590006,2026-09-08 14:59:51,학력무관,320만원 이상(월),부산 기장군,worknet
잡코리아부산,주식회사 히치(HicH),"법용선반 950,760 조작원 모집합니다.",,경력,정규직,부산 강서구,,,https://www.jobkorea.co.kr/Recruit/GI_Read/5589647/Ext?siteCode=WN&sc=,worknet:5589647,2026-09-08 14:59:51,학력무관,,부산 강서구,worknet
잡코리아부산,(주)에스투건설,건설회사 본사공무,,경력,정규직,부산 사하구,,2026-10-24,https://www.jobkorea.co.kr/Recruit/GI_Read/5589818/Ext?siteCode=WN&sc=,worknet:5589818,2026-09-08 14:59:51,학력무관,"6,000만원 이상",부산 사하구,worknet
잡코리아부산,(주)미래연구컨소시엄,연구원 구인합니다.,,경력무관,정규직,부산 연제구,,2026-10-24,https://www.jobkorea.co.kr/Recruit/GI_Read/5588177/Ext?siteCode=WN&sc=,worknet:5588177,2026-09-08 14:59:51,대졸↑,"4,000~6,000만원",부산 연제구,worknet
잡코리아부산,송현 사회적협동조합,★ 송현 사회적협동조합(구.금정구지역자활센터) 장...,,경력무관,계약직,부산 금정구,,,https://www.jobkorea.co.kr/Recruit/GI_Read/5590335/Ext?siteCode=WN&sc=,worknet:5590335,2026-09-08 14:59:51,학력무관,,부산 금정구,worknet
잡코리아부산,(주)운종기업,건설폐기물 운전기사모집(2.5톤),,경력,계약직,부산 기장군,,2026-10-23,https://www.jobkorea.co.kr/Recruit/GI_Read/5590336/Ext?siteCode=WN&sc=,worknet:5590336,2026-09-08 14:59:51,학력무관,300만원 이상(월),부산 기장군,worknet
잡코리아부산,행복재가복지센터,부산영도- 재가요양보호사 구인[울주군청 채용대행],,경력무관,정규직,부산 영도구,,2026-09-24,https://www.jobkorea.co.kr/Recruit/GI_Read/5590189/Ext?siteCode=WN&sc=,worknet:5590189,2026-09-08 14:59:51,학력무관,,부산 영도구,worknet
잡코리아부산,우리동네방문간호요양센터,[수영동]재가요양보호사,,경력무관,정규직,부산 수영구,,,https://www.jobkorea.co.kr/Recruit/GI_Read/5590551/Ext?siteCode=WN&sc=,worknet:5590551,2026-09-08 14:59:51,학력무관,,부산 수영구,worknet
