사이트,회사명,공고제목,직무,경력,고용형태,지역,기술스택,마감일,공고URL,외부원본ID,수집시각,학력,급여,지역표기,출처
잡코리아부산,삼성카드고객서비스㈜,2026 삼성카드고객서비스 인바운드 상담직원 채용공고 안내,"콜센터, 게시판관리, 고객지원, 단순안내, 온라인상담, 이메일상담, 전화상담, 채팅상담, 고객경험관리",신입·경력,계약직,"서울, 대전, 부산",,2026-09-11,https://www.jobkorea.co.kr/Recruit/GI_Read/49870482?rPageCode=SL&logpath=21&sn=6&sc=612,jobkorea:49870482,2026-09-08 14:58:33,학력무관,"3,654~4,816만원",부산 동구 외,jobkorea
잡코리아부산,㈜휴네시온,"㈜휴네시온 보안솔루션 운영/기술지원, 영업/유지보수 관리 신입 및 경력직 모집(서울본사, 영남지사)","소프트웨어개발, 솔루션, 네트워크관리, 서버구축, 시스템분석, 시스템설계, 시스템운영, 네트워크관리, 서버구축, 시스템운영, 네트워크관리, 방화벽, 보안관제, 정보보안, 거래처관리, 기술영업, 기술지원, 네트워크영업, 솔루션영업, 시스템영업, 거래선개발관리, 거래처관리, 고객관리, 영업기획, 데이터분석, 영업전략",신입·경력1년↑,정규직,"서울, 부산",,2026-09-27,https://www.jobkorea.co.kr/Recruit/GI_Read/49877577?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49877577,2026-09-08 14:58:33,초대졸↑,,부산 연제구 외,jobkorea
잡코리아부산,㈜덱스레보,[덱스레보] 국내 영업 신입 및 경력 채용,"고객관리, 거래처관리, 의료기기영업, 바이오, 영업기획, 영업전략, 매출관리, 장비영업, 거래선개발관리, 고객관리, 매출관리, 데이터분석, 의료기기, 국내영업, 화장품",신입·경력3년↑,정규직,"서울, 대전, 충남, 충북, 부산",,2026-09-11,https://www.jobkorea.co.kr/Recruit/GI_Read/49878617?rPageCode=SL&logpath=21&sn=6&sc=612,jobkorea:49878617,2026-09-08 14:58:33,초대졸↑,,부산 전지역 외,jobkorea
잡코리아부산,토스씨엑스㈜,[토스씨엑스] (센텀시티역) AI 학습용 음성 데이터 검수 스태프,,경력무관,계약직,부산,,,https://www.jobkorea.co.kr/Recruit/GI_Read/49879274?rPageCode=SL&logpath=21&sn=6&sc=612,jobkorea:49879274,2026-09-08 14:58:33,학력무관,,부산 해운대구,jobkorea
잡코리아부산,브랜드에스,[ 실내 인테리어] 디자인 설계 및 현장 지원 감리직 모집,"인테리어, 리모델링, 실내건축, 인테리어, CAD, 인테리어디자인, 인테리어디자인, 리모델링, 시공관리",신입·경력1년↑,,부산,,2026-10-27,https://www.jobkorea.co.kr/Recruit/GI_Read/49879449?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49879449,2026-09-08 14:58:33,초대졸↑,"3,000만원 이상",부산 수영구 외,jobkorea
잡코리아부산,거대돼지국밥,"홀 / 주방파트(격주 5,6일/주5일 탄력/주5일/주6일) 모집","양식, 양식, 서빙, 양식, 양식, 카운터, 양식, 한식, 한식, 한식, 카운터, 서빙",경력1년↑,계약직,부산,,2026-09-30,https://www.jobkorea.co.kr/Recruit/GI_Read/49874006?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49874006,2026-09-08 14:58:33,학력무관,,부산 해운대구 외,jobkorea
잡코리아부산,(재) 아미타우스,각 직무별 모집 (총무/운전/재무/영상/편집/행정/전산/기자),"수행기사, 전산입력, ERP운용, 급여관리, 출판기획, 행정, 전단지디자인, 현수막디자인, 계산서발행, 자료조사, 유지보수, 디지털디자인, 제본, 교정, 종교단체, 사이트관리, 문서작성, 승용기사, 부가세신고, 정보디자인, 전표입력, 4대보험, 더존, 서무, 문서관리, 운전기사, 인쇄·출력, 결산, 기술지원, 기계조작",신입·경력,정규직,"서울, 대구, 경북, 부산",,2026-09-27,https://www.jobkorea.co.kr/Recruit/GI_Read/49879093?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49879093,2026-09-08 14:58:33,학력무관,,부산 동래구 외,jobkorea
잡코리아부산,㈜글로벌모터서비스,[부산점]재규어랜드로버 상품전문가,"자동차, 자동차영업",경력무관,정규직,부산,,2026-09-26,https://www.jobkorea.co.kr/Recruit/GI_Read/49868373?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49868373,2026-09-08 14:58:33,학력무관,,부산 남구 외,jobkorea
잡코리아부산,㈜보리에,"[더베이101] 베이커리&델리 각 부문(바리스타,주방) 채용","메뉴개발, 양식당, 음식료, 카페, 한식당, 메뉴개발, 양식, 메뉴개발, 양식, 메뉴개발, 양식, 서빙, 카운터, 양식, 서빙, 카운터",경력1년↑,정규직,부산,,2026-09-30,https://www.jobkorea.co.kr/Recruit/GI_Read/49861110?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49861110,2026-09-08 14:58:33,고졸↑,260만원 이상(월),부산 해운대구 외,jobkorea
잡코리아부산,㈜신화그룹,2026년 신화그룹 분양마케터 및 상담사 공개채용,"모델하우스, 분양, 상담, 아파트, 오피스텔, 고객지원, 기술상담, 단순안내, 민원상담, 방문상담, 원격상담, 이메일상담, 전화상담, 고객경험관리, 회원관리, 전화상담, 고객문의분석, 고객경험관리, 부동산개발, 부동산컨설팅, 분양상담, 경매입찰, 매입·매각, 부동산개발, 부동산컨설팅, 분양대행, 임대·임대컨설팅, 주택관리사, 분양상담, 시설점검",신입,정규직,부산,,2026-09-26,https://www.jobkorea.co.kr/Recruit/GI_Read/49863095?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49863095,2026-09-08 14:58:33,학력무관,,부산 해운대구,jobkorea
잡코리아부산,㈜두영케어,(주)두영케어 CUCKOO(서부산지점) 렌탈제품 A/S 기사 모집,"쿠쿠렌탈 제품 A/S, 렌탈, 기술지원, 설치, 유지보수, A·S수리",경력무관,정규직,부산,,2026-10-26,https://www.jobkorea.co.kr/Recruit/GI_Read/49865327?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49865327,2026-09-08 14:58:33,고졸↑,"4,000~5,000만원",부산 강서구 외,jobkorea
잡코리아부산,㈜보리에,"[더베이101] 대도식당 각 부문 채용 (홀, 캐셔, 주방, 육부)","메뉴개발, 양식당, 음식료, 카페, 한식당, 메뉴개발, 양식, 한식, 메뉴개발, 양식, 한식, 단체급식, 양식, 한식, 양식, 한식, 서빙, 카운터, 양식, 한식, 고객응대, 매출관리, 샵마스터, 식품판매, 재고관리, 진열관리, 캐셔, 판매관리, 판매영업, 고객안내",경력1년↑,정규직,부산,,2026-09-30,https://www.jobkorea.co.kr/Recruit/GI_Read/49861120?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49861120,2026-09-08 14:58:33,고졸↑,260만원 이상(월),부산 해운대구 외,jobkorea
잡코리아부산,쿠팡 주식회사,[쿠팡] 이츠 세일즈 대규모 채용 (계약직/인센티브/성장지원금/정규직전환가능),"쿠팡, 쿠팡이츠, 국내영업, 오프라인영업, 가맹점관리, 거래처관리",경력무관,계약직,"서울, 대구, 부산",,,https://www.jobkorea.co.kr/Recruit/GI_Read/49868864?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49868864,2026-09-08 14:58:33,학력무관,269만원 이상(월),부산 동구 외,jobkorea
잡코리아부산,㈜보리에,[더베이101-핑거스앤챗] 주방 직원 채용 (튀김요리),"메뉴개발, 양식당, 음식료, 카페, 한식당, 메뉴개발, 양식, 메뉴개발, 양식, 메뉴개발, 양식, 메뉴개발, 양식, 서빙, 카운터, 양식, 서빙, 카운터, 양식",경력1년↑,정규직,부산,,2026-09-27,https://www.jobkorea.co.kr/Recruit/GI_Read/49861098?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49861098,2026-09-08 14:58:33,고졸↑,270만원 이상(월),부산 해운대구 외,jobkorea
잡코리아부산,㈜에렉스,"[미국식중식] 피에프창 센텀점 주방 직원/홀 사원, 매니저 모집","단체급식, 문서관리, 문서작성, 문서관리, 문서작성, 인사행정, 중식, 중식, 중식, 중식, 서빙, 카운터, 중식, 서빙, 카운터, 중식, 고객응대, 샵마스터, 식품판매, 고객안내, 고객응대, 고객안내, 청소·미화",경력무관,정규직,부산,,상시채용,https://www.jobkorea.co.kr/Recruit/GI_Read/49860304?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49860304,2026-09-08 14:58:33,학력무관,,부산 해운대구,jobkorea
잡코리아부산,㈜토마토렌트카,[토마토렌트카-부산지점]  차량관리/배반차 운영팀 채용,"렌터카, 승용기사, 운전기사, 발레파킹, 고객응대, 고객안내, 세차, 주차관리, 발레파킹",신입·경력,,부산,,2026-09-25,https://www.jobkorea.co.kr/Recruit/GI_Read/49858451?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49858451,2026-09-08 14:58:33,학력무관,300만원 이상(월),부산 강서구 외,jobkorea
잡코리아부산,와이에스컨설팅,2026 하반기 정책 자금 관련 사무업무 신입 사원 채용,"컨설팅, 문서관리, 문서작성, 전산입력, 행정, 사이트관리",신입,정규직,부산,,2026-09-25,https://www.jobkorea.co.kr/Recruit/GI_Read/49849209?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49849209,2026-09-08 14:58:33,학력무관,216~350만원(월),부산 부산진구 외,jobkorea
잡코리아부산,창업삼육오,(주)창업365 신입·경력 프랜차이즈 창업컨설턴트 채용,"연구소, 컨설팅, 경영기획, 사업기획, 재무기획, 데이터분석, 브랜드기획, 신사업기획, 전략기획, 제안·컨설팅, 데이터분석, 콘텐츠기획, UI·UX기획, 시장분석, 시장조사, 데이터분석, 브랜드기획, 전략기획, 콘텐츠기획, 경영기획, 경영컨설팅, 금융컨설팅, 이미지컨설팅, 창업컨설팅, HR컨설팅, 문서관리, 문서작성, 전산입력, 서무, 자료조사, 국내영업, 부동산영업, 법인고객영업, 여신상담, 자산관리, 투자상담·자문, 거래처관리, 가맹영업, 거래선개발관리, 거래처관리, 고객관리, 매출관리, 영업기획, 데이터분석, 영업전략",신입·경력,,부산,,상시채용,https://www.jobkorea.co.kr/Recruit/GI_Read/49849934?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49849934,2026-09-08 14:58:33,학력무관,"2,600~7,000만원",부산 해운대구 외,jobkorea
잡코리아부산,디비손해보험,[주5일/3시 퇴근] 보상처리 담당자 모집,"고객관리, 전산입력, 사이트관리, 고객경험관리, 금융상담, 법인고객영업, 보험사고, 자동차보험, 퇴직연금, 보험상담, 영업기획, 접수·예약, 문서관리, 영업전략, 전화상담, 고객지원, 자산관리, 거래선개발관리, 문서작성, 매출관리, 텔레마케팅, 데이터분석, 보험영업, 생명보험, 자산관리, 전화상담, 보험영업, 보험영업, 카드영업, 기술상담, 이메일상담, 손해보험, 회원관리, 투자상담·자문",신입·경력,계약직,"부산, 경남",,2026-09-23,https://www.jobkorea.co.kr/Recruit/GI_Read/49843098?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49843098,2026-09-08 14:58:33,학력무관,250만원 이상(월),부산 연제구 외,jobkorea
잡코리아부산,프라다코리아 유한회사,프라다/미우미우 신입/경력 채용,"시장분석, 시장조사, 데이터분석, 전략기획, 인사기획, 인사교육, 인사행정, 교육기획, 급여관리, 면접·채용, 평가·보상, 복리후생, 조직문화, 경력관리, 노사관리, 복리후생, 인사교육, 인재발굴, 인재관리, 채용대행, 파견관리, 브랜딩, 시장분석, 이벤트기획, 고객관리, 매출관리, 프로모션, 재고관리, 창고관리, 외자구매, 자재구매, 구매계약, 상품입출고, 재고관리, 납품, 배차, 보세운송, 상품입출고, 외주관리, 매출관리, 영업기획, 데이터분석, 영업전략, 고객응대, 매출관리, 방문판매, 샵마스터, 의류판매, 잡화판매, 재고관리, 진열관리, 판매관리, 판매영업, 고객안내, 고객응대, 프런트, 고객안내, 고객응대, 고객안내",신입·경력,,"서울, 경기, 인천, 대전, 전남광주, 대구, 부산, 울산",,상시채용,https://www.jobkorea.co.kr/Recruit/GI_Read/49810374?rPageCode=SL&logpath=21&sn=6&sc=612,jobkorea:49810374,2026-09-08 14:58:33,학력무관,,부산 전지역 외,jobkorea
잡코리아부산,오디오겔러리,2026년 부문별 신입 및 경력자 채용,"무역업, 사업기획, 데이터분석, 브랜드기획, 연구기획, 전략기획, 시장분석, 시장조사, 데이터분석, 브랜드기획, 전략기획, 콘텐츠기획, 문서작성, 전산입력, 사이트관리, 서무, 자료조사, 행정, 원가회계, 광고기획, 브랜딩, 시장분석, 브랜드기획, 라이센싱, 브랜딩, 시장분석, 언론홍보, 기업홍보, 이벤트기획, 카페·블로그관리, SNS마케팅, 고객관리, 매출관리, 바이럴마케팅, 키워드광고, 프로모션, IMC, 디지털마케팅, 배너광고, 제휴마케팅, SNS마케팅, SEO, 콘텐츠기획, SNS마케팅, 카페·블로그관리, 프로모션, 매체관리, SNS마케팅, 브랜드디자인, 패키지디자인, 브랜드디자인, GUI, 모바일디자인, UI·UX기획, UI·UX기획, 통관, 통관대리인, 관세사무, 국제무역, 수출입관리, 해상무역, 항공무역, 국내영업, 거래처관리, 가맹점관리, 거래선개발관리, 거래처관리, 고객관리, 대리점관리, 매출관리, 영업기획, 데이터분석, 영업전략",신입·경력,정규직,"서울, 경기, 부산",,2026-09-23,https://www.jobkorea.co.kr/Recruit/GI_Read/49796619?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49796619,2026-09-08 14:58:33,학력무관,,부산 해운대구 외,jobkorea
잡코리아부산,㈜한맥로지스틱스,CJ창고 입고 검수 창고관리/지게차- 정직원 모집,"상품입출고, 창고관리, 입출고관리, 하역, 재고관리, 물류센터, 물류센터, 상품입출고, 재고관리, 출하, 외주관리, 보관",신입·경력,정규직,"부산, 경남",,상시채용,https://www.jobkorea.co.kr/Recruit/GI_Read/49766396?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49766396,2026-09-08 14:58:33,학력무관,,부산 금정구 외,jobkorea
잡코리아부산,㈜씨어스,[경력] 필드 엔지니어 (부산),"의료기기, 기술지원, 유지보수",경력7년↑,정규직,부산,,,https://www.jobkorea.co.kr/Recruit/GI_Read/49757175?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49757175,2026-09-08 14:58:33,초대졸↑,,부산 남구,jobkorea
잡코리아부산,㈜동성케미컬,[동성케미컬] 재무실 회계결산 및 해외법인관리 경력사원 모집,"법인결산, 원가회계, 재무회계, 전산회계, 결산, 재무기획, 재무회계, 자금관리, 재무분석, 결산, 재무기획, IPO, 통계·분석, 재무분석",경력6년↑,정규직,부산,,2026-09-21,https://www.jobkorea.co.kr/Recruit/GI_Read/49947117?rPageCode=SL&logpath=21&sn=6&sc=612,jobkorea:49947117,2026-09-08 14:58:33,대졸↑,,부산 사하구,jobkorea
잡코리아부산,㈜링네트,Cisco 네트워크 영업 경력직 (부산지사),"솔루션영업, 기술영업, 네트웍구축, 시스템영업, 네트워크영업",경력3년↑,정규직,부산,,2026-09-28,https://www.jobkorea.co.kr/Recruit/GI_Read/49683552?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49683552,2026-09-08 14:58:33,초대졸↑,"4,100~7,000만원",부산 해운대구,jobkorea
잡코리아부산,윈저글로벌㈜,[윈저글로벌](경남)프리미엄위스키 영업 정규직,"소비재, 국내영업, 식품영업",경력3년↑,정규직,"부산, 경남",,2026-09-30,https://www.jobkorea.co.kr/Recruit/GI_Read/49730185?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49730185,2026-09-08 14:58:33,초대졸↑,,부산 해운대구 외,jobkorea
잡코리아부산,㈜링네트,네트워크 필드 엔지니어 경력직 (부산지사),"IDC, 네트웍구축, 시스템운영, 네트워크관리, 통신, 서버구축",경력3년↑,정규직,부산,,2026-09-28,https://www.jobkorea.co.kr/Recruit/GI_Read/49683556?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49683556,2026-09-08 14:58:33,학력무관,"4,100~7,000만원",부산 해운대구,jobkorea
잡코리아부산,윈저글로벌㈜,[윈저글로벌]-(부산)프리미엄 위스키 영업,"소비재, 국내영업, 식품영업",경력무관,계약직,부산,,2026-09-30,https://www.jobkorea.co.kr/Recruit/GI_Read/49729574?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49729574,2026-09-08 14:58:33,초대졸↑,,부산 해운대구,jobkorea
